name	time	frame	height	yaw	pitch	roll	length	lat	lon	east	north	zone.number	zone.letter	image_x	image_y	start_east	start_north	end_east	end_north	heading	project	sensor	event	printID	age_class
20240729001A	2024-07-29 12:01:01	7581	90	27.1	-90	0	9.06606115548536	-21.0076013090157	55.2094727350724	313899.389491438	7675968.41721244	40	K	294.53	414.785	313901.880680431	7675964.63008376	313896.898302444	7675972.20434112	-33.3370851622718	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	8	adult
20240811001A	2024-08-11 05:26:56.800000	681	80.1	133.3	-90	0	10.6333579751686	-20.97036083932	55.1752630020557	310295.818797623	7680051.24337183	40	K	1420.4	613.31	310290.781813966	7680052.94509774	310300.85578128	7680049.54164591	108.66734561936	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	1	adult
20240811001A	2024-08-11 05:27:00.400000	790	80.1	124	-89.9	0	8.93894347058498	-20.9703560066331	55.1755358581297	310324.186674056	7680052.10190787	40	K	1093.785	354.195	310319.911396573	7680050.7987655	310328.461951539	7680053.40505024	73.0483151647582	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	2	adult
20240811001A	2024-08-11 05:27:35.400000	1843	80.1	121.8	-89.9	0	11.0629287662253	-20.9711446764676	55.1751660247636	310286.723779305	7679964.34632035	40	K	1291.205	537.095	310281.254857954	7679963.51686422	310292.192700656	7679965.17577649	81.3758342680436	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	3	adult
20240811002A	2024-08-11 05:26:56.800000	684	80.1	133.3	-90	0	9.15069699148876	-20.9704321424056	55.1754871290282	310319.215490395	7680043.61481435	40	K	1260.725	305.57	310314.642403428	7680043.75865263	310323.788577362	7680043.47097607	91.8015424345006	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	1	adult
20240811002A	2024-08-11 05:27:11.400000	1120	79.9	124	-89.9	0	11.1856097937126	-20.9707027061367	55.1754690553803	310317.677540821	7680013.63808835	40	K	1259.27	277.985	310312.087699771	7680013.45603438	310323.267381872	7680013.82014231	88.1346091923608	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	2	adult
20240811002A	2024-08-11 05:27:20.200000	1383	80.1	121.8	-89.9	0	10.8858999041093	-20.9709366136894	55.1752479867892	310294.984213169	7679987.47905231	40	K	1395.725	447.825	310289.624826876	7679986.52895614	310300.343599462	7679988.42914849	79.9472152191314	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	3	adult
20240811002A	2024-08-11 05:27:36.400000	1869	80	121.8	-89.9	0	10.7985285719629	-20.9712418659464	55.1752127382514	310291.704127593	7679953.64143414	40	K	1357.255	394.11	310286.4872145	7679952.25007775	310296.921040687	7679955.03279053	75.0667416577117	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	3	4	adult
20240811001A	2024-08-11 05:26:56.800000	681	80.1	133.3	-90	0	13.5176109226915	-20.969938940106	55.1756836895172	310339.033131283	7680098.4524125	40	K	454.35	626.37	310332.582910298	7680100.47134799	310345.483352269	7680096.43347701	107.380252097958	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	1	adult
20240811001A	2024-08-11 05:27:00.400000	790	80.1	124	-89.9	0	9.66144235831588	-20.9699173209391	55.1757624052359	310347.191423794	7680100.93926933	40	K	295.4	472.495	310342.453001352	7680099.99947155	310351.929846236	7680101.87906712	78.7817929719398	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	2	adult
20240811001A	2024-08-11 05:27:43	2068	80.2	121.8	-89.9	0	15.0584043169082	-20.9707536510705	55.1753955465165	310310.097765651	7680007.91060165	40	K	321.535	560.32	310302.629015542	7680006.9584163	310317.56651576	7680008.86278701	82.7345975874899	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	3	adult
20240811002A	2024-08-11 05:26:56.800000	684	80.1	133.3	-90	0	10.0087589773908	-20.9700195756691	55.1758456124514	310355.973102537	7680089.71682519	40	K	375.97	376.69	310350.983046611	7680090.09518471	310360.963158463	7680089.33846568	94.3360240205438	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	1	adult
20240811002A	2024-08-11 05:27:11.400000	1120	79.9	124	-89.9	0	10.0175138958381	-20.9702286202902	55.1757168205664	310342.843976116	7680066.41992332	40	K	386.85	401.365	310337.835254692	7680066.4387875	310347.85269754	7680066.40105915	90.2157901096208	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	2	adult
20240811002A	2024-08-11 05:27:30.600000	1696	80.1	121.8	-89.9	0	9.51459885640456	-20.9705992629057	55.1753775018983	310308.026452331	7680024.98220103	40	K	496.455	637.26	310303.387832649	7680023.92621557	310312.665072014	7680026.03818649	77.175137864431	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	3	adult
20240811002A	2024-08-11 05:27:42.800000	2059	80.2	121.8	-89.9	0	12.6482588205383	-20.9708436406681	55.175478572662	310318.845118014	7679998.04588992	40	K	381.775	388.31	310312.735492717	7679996.41276667	310324.954743312	7679999.67901316	75.0345314100984	Aug-11th-2024-09-23AM-Flight-Airdata	TIR	3	4	adult
